clientId,cluster,jobName,cronExpression,serverTimezone,fireTimeServer,fireTimeUtc,fireTimeIst,command
"BPANZ","CL15","BPANZ - dataExtractSftpUpload [0 BP]","10 */1 * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/dataExtractSftpUpload.sh 0 BP >> /mount/RWS4/batch_jobs/log/dataExtra"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - dataExtractSftpUpload [BP]","10 */1 * * *","Europe/Berlin","2026-07-24 09:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/dataExtractSftpUpload.sh BP >/dev/null 2>&1"
"BPUS","CL26","BPUS - Upload US Cognose Extract SFTP","10 */1 * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/Upload_US_Cognose_Extract_SFTP.sh > /mount/RWS4/batch_jobs/log/Upload"
"DIX","CL52","DIX - workflow [POPULATERFCMETRICDATA 0 0 DIX]","*/10 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/workflow.sh POPULATERFCMETRICDATA 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"EGR","CL54","EGR - sync punch import","10 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/sync_punch_import.sh >> /mount/RWS4/batch_jobs/log/sync_punch_import."
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HOLT","CL26","HOLT - monitor HOLT NewTaUnitPayDetailGeneratorJob","*/10 * * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_HOLT_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 03:10:00","2026-07-24T07:10:00.000Z","2026-07-24 12:40:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"BCF","CL25","BCF - encryptPayfile [BCF]","11,41 * * * *","America/New_York","2026-07-24 03:11:00","2026-07-24T07:11:00.000Z","2026-07-24 12:41:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh BCF >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 08:12:00","2026-07-24T07:12:00.000Z","2026-07-24 12:42:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:12:00","2026-07-24T07:12:00.000Z","2026-07-24 12:42:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:14:00","2026-07-24T07:14:00.000Z","2026-07-24 12:44:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"BNQ","CL52","BNQ - download","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"BNQ","CL52","BNQ - sync clocking event","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BOB","CL17","BOB - AppointmentBookingExtracts [BOB]","15 3 * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/AppointmentBookingExtracts.sh BOB >> /mount/RWS4/batch_jobs/log/Appoi"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"DIX","CL52","DIX - encryptExtracts [DIX]","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh DIX >> /mount/RWS4/batch_jobs/log/encryptExtracts."
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HMROW","CL53","HMROW - sync from Sftp VD","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp_VD.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp_VD."
"HMROW","CL53","HMROW - sync to Sftp [HNM]","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"HMROW","CL53","HMROW - sync to Sftp payroll [HNM]","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp_payroll.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sft"
"HNMG","CL77","HNMG - sync from Sftp","*/15 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp.log 2>"
"HNMG","CL77","HNMG - sync to Sftp [HNM]","*/15 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"INSP","CL03","INSP - customEncryptInfotype7Extracts","*/15 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/customEncryptInfotype7Extracts.sh >> /mount/RWS4/batch_jobs/log/custo"
"MB","CL55","MB - download","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"MCDDE","CL75","MCDDE - WFMExtracts to sftp [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/WFMExtracts_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/WFMExtract"
"MCDDE","CL75","MCDDE - encryptExtracts [MCDDE]","*/15 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh MCDDE >> /mount/RWS4/batch_jobs/log/encryptExtract"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - download [MOR]","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/download.sh MOR>> /mount/RWS4/batch_jobs/log/processDataImports.log 2"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"ODP41","CL15","ODP41 - download","15 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/DataImports.log 2>&1"
"RKH","CL26","RKH - download [RKH]","*/15 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/download.sh RKH >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"SFC","CL52","SFC - encryptPayfile","*/15 * * * *","Europe/London","2026-07-24 08:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptPayfile.log 2>"
"TTW","CL23","TTW - xlsxExract","15 * * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/batch_jobs/scripts/xlsxExract.sh >> /mount/RWS4/batch_jobs/log/xlsxExtracts.log 2>&1"
"WAL","CL07","WAL - file transfer","15 3 * * *","America/New_York","2026-07-24 03:15:00","2026-07-24T07:15:00.000Z","2026-07-24 12:45:00","/mount/RWS4/NXTR_EXTRACTS/wagdailyopt_withoutmeal/scripts/file_transfer.sh >/dev/null 2>&1"
"HMROW","CL53","HMROW - workflow [VDInterval 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 08:16:00","2026-07-24T07:16:00.000Z","2026-07-24 12:46:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDInterval 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDInterv"
"HMROW","CL53","HMROW - workflow [VDPeriod 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 08:16:00","2026-07-24T07:16:00.000Z","2026-07-24 12:46:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDPeriod 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDPeriod.l"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:16:00","2026-07-24T07:16:00.000Z","2026-07-24 12:46:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 03:16:00","2026-07-24T07:16:00.000Z","2026-07-24 12:46:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"BLK","CL12","BLK - download [BELK]","5,17 * * * *","America/New_York","2026-07-24 03:17:00","2026-07-24T07:17:00.000Z","2026-07-24 12:47:00","/mount/RWS4/batch_jobs/scripts/download.sh BELK >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"RLY","CL25","RLY - encryptPayfile [RLY]","*/17 * * * *","America/New_York","2026-07-24 03:17:00","2026-07-24T07:17:00.000Z","2026-07-24 12:47:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RLY >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 08:18:00","2026-07-24T07:18:00.000Z","2026-07-24 12:48:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:18:00","2026-07-24T07:18:00.000Z","2026-07-24 12:48:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 08:19:00","2026-07-24T07:19:00.000Z","2026-07-24 12:49:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - upload payfile PL [BP]","*/20 * * * *","Europe/Berlin","2026-07-24 09:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/upload_payfile_PL.sh BP>> /mount/RWS4/batch_jobs/log/PayFile_Upload_P"
"DIX","CL52","DIX - workflow [HRTS 3 ""SUPPLIER_STORES"" DIX]","*/20 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/workflow.sh HRTS 3 ""SUPPLIER_STORES"" DIX >> /mount/RWS4/batch_jobs/lo"
"DIX","CL52","DIX - workflow [POPULATERFCMETRICDATA 0 0 DIX]","*/10 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/workflow.sh POPULATERFCMETRICDATA 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HOLT","CL26","HOLT - monitor HOLT NewTaUnitPayDetailGeneratorJob","*/10 * * * *","America/New_York","2026-07-24 03:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_HOLT_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 03:20:00","2026-07-24T07:20:00.000Z","2026-07-24 12:50:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:22:00","2026-07-24T07:22:00.000Z","2026-07-24 12:52:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"TWG","CL15","TWG - monitor TWG RTATerminationPayJob","*/22 * * * *","Pacific/Auckland","2026-07-24 19:22:00","2026-07-24T07:22:00.000Z","2026-07-24 12:52:00","/mount/RWS4/batch_jobs/scripts/monitor_TWG_RTATerminationPayJob.sh >> /mount/RWS4/batch_jobs/logs/mo"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 08:24:00","2026-07-24T07:24:00.000Z","2026-07-24 12:54:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:24:00","2026-07-24T07:24:00.000Z","2026-07-24 12:54:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 03:24:00","2026-07-24T07:24:00.000Z","2026-07-24 12:54:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"AAP","CL12","AAP - CognosIgniteTimeclockCustomencryptExtracts","25 3 * * *","America/New_York","2026-07-24 03:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/CognosIgniteTimeclockCustomencryptExtracts.sh >> /mount/RWS4/batch_jo"
"AZO","CL17","AZO - CustomencryptCognosExtractWithHeaderFooter","25,55 * * * *","America/New_York","2026-07-24 03:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/CustomencryptCognosExtractWithHeaderFooter.sh >> /mount/RWS4/batch_jo"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BSI","CL09","BSI - sftpOutboundRetry [BOTH]","*/25 * * * *","America/New_York","2026-07-24 03:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/sftpOutboundRetry.sh BOTH >> /mount/RWS4/batch_jobs/log/sftpOutboundR"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 03:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MCDDE","CL75","MCDDE - mergeVD02 [MCDDE]","25,55 * * * *","Europe/Berlin","2026-07-24 09:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/mergeVD02.sh MCDDE >> /mount/RWS4/batch_jobs/log/mergeVD02_`date +\%Y"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 09:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 08:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 08:25:00","2026-07-24T07:25:00.000Z","2026-07-24 12:55:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:26:00","2026-07-24T07:26:00.000Z","2026-07-24 12:56:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"AAP","CL12","AAP - CognosVdperioldloadExtracts","28 3 * * *","America/New_York","2026-07-24 03:28:00","2026-07-24T07:28:00.000Z","2026-07-24 12:58:00","/mount/RWS4/batch_jobs/scripts/CognosVdperioldloadExtracts.sh >> /mount/RWS4/batch_jobs/log/CognosVd"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 08:28:00","2026-07-24T07:28:00.000Z","2026-07-24 12:58:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 08:29:00","2026-07-24T07:29:00.000Z","2026-07-24 12:59:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"TTW","CL23","TTW - encryptPayfile (29 * * * *)","29 * * * *","America/New_York","2026-07-24 03:29:00","2026-07-24T07:29:00.000Z","2026-07-24 12:59:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptPayfile.sh 2>&"
"AAP","CL12","AAP - download","*/30 * * * *","America/New_York","2026-07-24 03:30:00","2026-07-24T07:30:00.000Z","2026-07-24 13:00:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"AZMX","CL26","AZMX - download [AZMX]","*/30 * * * *","America/New_York","2026-07-24 03:30:00","2026-07-24T07:30:00.000Z","2026-07-24 13:00:00","/mount/RWS4/batch_jobs/scripts/download.sh AZMX >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"BCF","CL25","BCF - workflow [UpdateRfcCalculatedMetrics 76 BCF] (*/30 * * * *)","*/30 * * * *","America/New_York","2026-07-24 03:30:00","2026-07-24T07:30:00.000Z","2026-07-24 13:00:00","/mount/RWS4/batch_jobs/scripts/workflow.sh UpdateRfcCalculatedMetrics -1 76 BCF >> /mount/RWS4/batch"
"BCOP","CL19","BCOP - download","*/30 * * * *","America/New_York","2026-07-24 03:30:00","2026-07-24T07:30:00.000Z","2026-07-24 13:00:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
