clientId,cluster,jobName,cronExpression,serverTimezone,fireTimeServer,fireTimeUtc,fireTimeIst,command
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 07:49:00","2026-07-24T06:49:00.000Z","2026-07-24 12:19:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 02:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 08:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BSI","CL09","BSI - sftpOutboundRetry [BOTH]","*/25 * * * *","America/New_York","2026-07-24 02:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/sftpOutboundRetry.sh BOTH >> /mount/RWS4/batch_jobs/log/sftpOutboundR"
"DIX","CL52","DIX - workflow [POPULATERFCMETRICDATA 0 0 DIX]","*/10 * * * *","Europe/London","2026-07-24 07:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/workflow.sh POPULATERFCMETRICDATA 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 07:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HOLT","CL26","HOLT - monitor HOLT NewTaUnitPayDetailGeneratorJob","*/10 * * * *","America/New_York","2026-07-24 02:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_HOLT_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 02:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 08:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 07:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"SIG","CL17","SIG - CustomExtractsBARC","*/10 * * * *","America/New_York","2026-07-24 02:50:00","2026-07-24T06:50:00.000Z","2026-07-24 12:20:00","/mount/RWS4/batch_jobs/scripts/CustomExtractsBARC.sh >> /mount/RWS4/batch_jobs/log/CustomExtractsBAR"
"RLY","CL25","RLY - encryptPayfile [RLY]","*/17 * * * *","America/New_York","2026-07-24 02:51:00","2026-07-24T06:51:00.000Z","2026-07-24 12:21:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh RLY >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:52:00","2026-07-24T06:52:00.000Z","2026-07-24 12:22:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 07:54:00","2026-07-24T06:54:00.000Z","2026-07-24 12:24:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:54:00","2026-07-24T06:54:00.000Z","2026-07-24 12:24:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"AZO","CL17","AZO - CustomencryptCognosExtractWithHeaderFooter","25,55 * * * *","America/New_York","2026-07-24 02:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/CustomencryptCognosExtractWithHeaderFooter.sh >> /mount/RWS4/batch_jo"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 02:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 08:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 07:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"INSP","CL03","INSP - customAbsencesExtracts","*/5 * * * *","America/New_York","2026-07-24 02:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/customAbsencesExtracts.sh >> /mount/RWS4/batch_jobs/log/customAbsence"
"INSP","CL03","INSP - encryptPayfile [INSP]","*/55 * * * *","America/New_York","2026-07-24 02:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh INSP >> /mount/RWS4/batch_jobs/log/encryptPayfile.l"
"MCDDE","CL75","MCDDE - mergeVD02 [MCDDE]","25,55 * * * *","Europe/Berlin","2026-07-24 08:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/mergeVD02.sh MCDDE >> /mount/RWS4/batch_jobs/log/mergeVD02_`date +\%Y"
"MCDDE","CL75","MCDDE - upload payfiles to sftp [MCDDE]","*/5 * * * *","Europe/Berlin","2026-07-24 08:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/upload_payfiles_to_sftp.sh MCDDE >> /mount/RWS4/batch_jobs/log/upload"
"MCDPL","CL51","MCDPL - encryptExtracts","*/5 * * * *","Europe/London","2026-07-24 07:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh >> /mount/RWS4/batch_jobs/log/encryptExtracts.log"
"MRW","CL51","MRW - sync to Sftp [MOR]","*/5 * * * *","Europe/London","2026-07-24 07:55:00","2026-07-24T06:55:00.000Z","2026-07-24 12:25:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh MOR>> /mount/RWS4/batch_jobs/scripts/sync_to_Sftp.log"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:56:00","2026-07-24T06:56:00.000Z","2026-07-24 12:26:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"VEYR","CL15","VEYR - monitor VEYR NewTaUnitPayDetailGeneratorJob","*/8 * * * *","America/New_York","2026-07-24 02:56:00","2026-07-24T06:56:00.000Z","2026-07-24 12:26:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_VEYR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"MB","CL55","MB - monitor MBR NewTaUnitPayDetailGeneratorJob","*/2 * * * *","Europe/London","2026-07-24 07:58:00","2026-07-24T06:58:00.000Z","2026-07-24 12:28:00","/mount/RWS4/batch_jobs/scripts/monitor_MBR_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/batch_jo"
"BAS","CL25","BAS - download [BAS]","59 00,*/1 * * *","America/New_York","2026-07-24 02:59:00","2026-07-24T06:59:00.000Z","2026-07-24 12:29:00","/mount/RWS4/batch_jobs/scripts/download.sh BAS >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"HMROW","CL53","HMROW - sync clocking event","9,19,29,39,49,59 * * * *","Europe/London","2026-07-24 07:59:00","2026-07-24T06:59:00.000Z","2026-07-24 12:29:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"AAP","CL12","AAP - download","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"AZMX","CL26","AZMX - Monitoring RWS Processes [IN_FOLDER_CHECK]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh IN_FOLDER_CHECK >> /mount/RWS4/batch"
"AZMX","CL26","AZMX - download [AZMX]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh AZMX >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK AVLREQ Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK AVLREQ Y"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK EMPDET Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK EMPDET Y"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK EMPSFTDET Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK EMPSFTDET Y"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK MGRTMPL Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK MGRTMPL Y"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK SCHALRT Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK SCHALRT Y"
"AZO","CL17","AZO - Monitoring RWS Processes [EXTRACTS_CHECK SFTACTDET Y]","00 03 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh EXTRACTS_CHECK SFTACTDET Y"
"BAS","CL25","BAS - encryptPayfile [BAS]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh BAS >> /mount/RWS4/batch_jobs/log/encryptsPayfile.l"
"BAS","CL25","BAS - moveLogsToSftp [BAS 15]","0 */3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/moveLogsToSftp.sh BAS 15 >> /mount/RWS4/batch_jobs/log/moveLogsToSftp"
"BCF","CL25","BCF - download [BCF]","0 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh BCF >> /mount/RWS4/batch_jobs/log/dataimports.log  2>&1"
"BCF","CL25","BCF - encryptExtracts [BCF] (0 3,6,12,15,19 * * *)","0 3,6,12,15,19 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh BCF >> /mount/RWS4/batch_jobs/log/encryptsExtracts"
"BCF","CL25","BCF - workflow [UpdateRfcCalculatedMetrics 76 BCF] (*/30 * * * *)","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh UpdateRfcCalculatedMetrics -1 76 BCF >> /mount/RWS4/batch"
"BCOP","CL19","BCOP - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"BCOP","CL19","BCOP - download","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"BLK","CL12","BLK - Monitoring RWS Processes [UNRESOLVED_PUNCH_MONITORING]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/Monitoring_RWS_Processes.sh UNRESOLVED_PUNCH_MONITORING"
"BLK","CL12","BLK - cleanup [BELK]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh BELK >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"BNQ","CL52","BNQ - download","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"BNQ","CL52","BNQ - sync clocking event","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh >> /mount/RWS4/batch_jobs/log/sync_clocking_ev"
"BOB","CL17","BOB - cleanup [BOB]","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh BOB >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"BPANZ","CL15","BPANZ - Append Timestamp [BP]","*/5 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >> /mount/RWS4/batch_jobs/log/Append_Timestamp"
"BPANZ","CL15","BPANZ - Copy AU DailyAbsenceReporttoSFTP [BP]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/Copy_AU_DailyAbsenceReporttoSFTP.sh BP > /mount/RWS4/batch_jobs/log/C"
"BPANZ","CL15","BPANZ - CopyCognosReporttoPayrollfolderNZ [BP]","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/CopyCognosReporttoPayrollfolderNZ.sh BP >> /mount/RWS4/batch_jobs/log"
"BPG","CL78","BPG - Append Timestamp [BP]","*/5 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/Append_Timestamp.sh BP >/dev/null 2>&1"
"BPG","CL78","BPG - CopyPLReporttoSFTP [BP]","*/36 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/CopyPLReporttoSFTP.sh BP>> /mount/RWS4/batch_jobs/log/CopyPLReporttoS"
"BPG","CL78","BPG - Upload ES Cognose Extract SFTP [BP]","*/45 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/Upload_ES_Cognose_Extract_SFTP.sh BP > /mount/RWS4/batch_jobs/log/Upl"
"BPG","CL78","BPG - upload payfile PL [BP]","*/20 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/upload_payfile_PL.sh BP>> /mount/RWS4/batch_jobs/log/PayFile_Upload_P"
"BSI","CL09","BSI - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"BSI","CL09","BSI - sftpOutboundRetry [BOTH]","*/25 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sftpOutboundRetry.sh BOTH >> /mount/RWS4/batch_jobs/log/sftpOutboundR"
"CNCD","CL25","CNCD - download [CCSD]","0 */3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh CCSD >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"CNCD","CL25","CNCD - encryptExtracts [CCSD]","0 */3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh CCSD >> /mount/RWS4/batch_jobs/log/encryptsExtract"
"COP","CL12","COP - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"COP","CL12","COP - download","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh >> /mount/RWS4/batch_jobs/log/dataimports.log"
"CVSH","CL20","CVSH - uploadFiles [CVS]","00 */1 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/usertracing/uploadFiles.sh CVS >> /mount/RWS4/batch_jobs/log/uploadFi"
"DIX","CL52","DIX - encryptExtracts [DIX]","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptExtracts.sh DIX >> /mount/RWS4/batch_jobs/log/encryptExtracts."
"DIX","CL52","DIX - workflow [HRTS 3 ""SUPPLIER_STORES"" DIX]","*/20 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh HRTS 3 ""SUPPLIER_STORES"" DIX >> /mount/RWS4/batch_jobs/lo"
"DIX","CL52","DIX - workflow [HolidayTargetHoursJob 0 0 DIX]","00 */8 * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh HolidayTargetHoursJob 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"DIX","CL52","DIX - workflow [POPULATERFCMETRICDATA 0 0 DIX]","*/10 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh POPULATERFCMETRICDATA 0 0 DIX >> /mount/RWS4/batch_jobs/l"
"DST","CL09","DST - cleanup","0 3 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/cleanup.sh >> /mount/RWS4/batch_jobs/log/cleanup.log 2>&1"
"ELROSA","CL03","ELROSA - EmployeeDetailsCustomencryptExtracts [ELROSADO]","00 3,9,15,21 * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/EmployeeDetailsCustomencryptExtracts.sh ELROSADO >> /mount/RWS4/batch"
"EYE","CL23","EYE - GrossEarningExtracts","*/30 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/GrossEarningExtracts.sh >> /mount/RWS4/batch_jobs/log/GrossEarningExt"
"EYE","CL23","EYE - encryptPayfile","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/encryptPayfile.sh >> /mount/RWS4/batch_jobs/log/encryptsPayfile.log 2"
"HMROW","CL53","HMROW - download [HNM]","0 */1 * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh HNM >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"HMROW","CL53","HMROW - sync clocking event [HNM]","*/5 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_clocking_event.sh HNM >> /mount/RWS4/batch_jobs/log/sync_clockin"
"HMROW","CL53","HMROW - sync from Sftp VD","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp_VD.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp_VD."
"HMROW","CL53","HMROW - sync to Sftp [HNM]","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"HMROW","CL53","HMROW - sync to Sftp payroll CountrySpecific (*/30 * * * *)","*/30 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp_payroll_CountrySpecific.sh >> /mount/RWS4/batch_jobs/log"
"HMROW","CL53","HMROW - sync to Sftp payroll [HNM]","*/15 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp_payroll.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sft"
"HMROW","CL53","HMROW - workflow [ClockingEventJob 0 0 HNM]","*/6 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh ClockingEventJob 0 0 HNM >> /mount/RWS4/batch_jobs/log/Cl"
"HMROW","CL53","HMROW - workflow [VDInterval 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDInterval 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDInterv"
"HMROW","CL53","HMROW - workflow [VDPeriod 0 0 HNM]","*/16 * * * *","Europe/London","2026-07-24 08:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/workflow.sh VDPeriod 0 0 HNM >> /mount/RWS4/batch_jobs/log/VDPeriod.l"
"HNMG","CL77","HNMG - download (*/60 * * * *)","*/60 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh > /dev/null 2>&1"
"HNMG","CL77","HNMG - sync from Sftp","*/15 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_from_Sftp.sh >> /mount/RWS4/batch_jobs/log/sync_from_Sftp.log 2>"
"HNMG","CL77","HNMG - sync to Sftp [HNM]","*/15 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/sync_to_Sftp.sh HNM >> /mount/RWS4/batch_jobs/log/sync_to_Sftp.log 2>"
"HNMG","CL77","HNMG - upload payfile","*/30 * * * *","Europe/Berlin","2026-07-24 09:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/upload_payfile.sh  >/dev/null 2>&1"
"HOLT","CL26","HOLT - download [HOLT]","0 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh HOLT>> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
"HOLT","CL26","HOLT - monitor HOLT NewTaUnitPayDetailGeneratorJob","*/10 * * * *","America/New_York","2026-07-24 03:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/WAPM/scripts/monitor_HOLT_NewTaUnitPayDetailGeneratorJob.sh >> /mount/RWS4/ba"
"IKI","CL54","IKI - download [IKI]","0 */1 * * *","Europe/Helsinki","2026-07-24 10:00:00","2026-07-24T07:00:00.000Z","2026-07-24 12:30:00","/mount/RWS4/batch_jobs/scripts/download.sh IKI >> /mount/RWS4/batch_jobs/log/dataimports.log 2>&1"
